Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,year_count,miles driven
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Second,18.33,1968.0,167.7,5.0,1.28,8.5,1,0,0,1,0,13,59030.245
Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,First,19.5,1582.0,126.24,5.0,1.28,8.75,1,0,0,1,0,11,31689.921000000002
Maruti Wagon R VXI BS IV,Kochi,2011,36411,First,18.9,998.0,67.1,5.0,1.28,3.08,0,0,1,0,1,13,22624.739481
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,First,12.81,1999.0,148.31,7.0,1.28,41.5,1,0,0,1,0,7,24854.84
Honda City i VTEC SV,Pune,2016,27300,First,17.8,1497.0,117.3,5.0,1.28,7.0,0,0,1,0,1,8,16963.4283
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Second,14.74,1991.0,181.03,5.0,1.28,11.5,0,0,1,1,0,13,18524.933623
Maruti Wagon R LX BS IV,Pune,2011,71000,First,20.51,998.0,67.04,5.0,1.28,2.6,0,0,1,0,1,13,44117.341
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,First,22.32,1582.0,126.3,5.0,1.28,4.3,1,0,0,0,1,10,19883.872
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,First,17.06,1968.0,141.0,5.0,1.28,24.9,1,0,0,1,0,7,31385.44921
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,First,15.06,1995.0,177.0,5.0,1.28,13.75,1,0,0,1,0,13,63379.842000000004
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,First,24.0,1186.0,73.97,5.0,1.28,3.85,1,0,0,0,1,10,26269.701767
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,First,13.0,2143.0,201.1,5.0,1.28,23.25,1,0,0,1,0,10,28583.066
Hyundai Grand i10 Asta Option,Bangalore,2015,50000,First,18.9,1197.0,82.0,5.0,1.28,5.75,0,0,1,0,1,9,31068.55
Hyundai i10 Magna 1.2,Mumbai,2008,62000,Second,20.36,1197.0,78.9,5.0,1.28,1.65,0,0,1,0,1,16,38525.002
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,First,19.33,1968.0,138.1,5.0,1.28,6.5,1,0,0,0,1,12,48466.938
Skoda Yeti Elegance,Chennai,2011,79000,First,17.67,1968.0,138.08,5.0,1.28,7.5,1,0,0,0,1,13,49088.309
Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,First,14.75,2967.0,245.0,7.0,1.28,72.94,1,0,0,1,0,5,4208.5457830000005
Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,Second,11.5,2982.0,171.0,7.0,1.28,11.0,1,0,0,0,1,14,83885.085
Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,First,18.9,1061.0,67.0,5.0,1.28,3.02,0,0,1,0,1,11,22814.257636
Hyundai EON Era,Coimbatore,2013,65060,First,21.1,814.0,55.2,5.0,1.28,3.32,0,0,1,0,1,11,40426.39726
Honda Brio S MT,Delhi,2013,33000,First,19.4,1198.0,86.8,5.0,1.28,3.24,0,0,1,0,1,11,20505.243
Maruti Alto 800 VXI,Kolkata,2015,11110,First,22.74,796.0,47.3,5.0,1.28,2.35,0,0,1,0,1,9,6903.43181
Mahindra Bolero ZLX,Jaipur,2013,63000,First,15.96,2523.0,62.1,7.0,1.28,5.5,1,0,0,0,1,11,39146.373
Honda City i VTEC SV,Mumbai,2015,27030,First,17.8,1497.0,117.3,5.0,1.28,6.75,0,0,1,0,1,9,16795.65813
Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,First,15.0,1598.0,103.52,5.0,1.28,6.15,0,0,1,0,1,9,12178.8716
Maruti Swift VVT VXI,Pune,2016,27755,First,22.0,1197.0,81.8,5.0,1.28,5.45,0,0,1,0,1,8,17246.152105
Hyundai EON Magna Plus,Hyderabad,2013,20000,Second,21.1,814.0,55.2,5.0,1.28,2.3,0,0,1,0,1,11,12427.42
Maruti Swift Dzire ZXI,Kochi,2015,24782,First,20.85,1197.0,83.14,5.0,1.28,6.21,0,0,1,0,1,9,15398.816122
Nissan Micra XV CVT,Coimbatore,2014,47303,First,19.34,1198.0,76.0,5.0,1.28,5.21,0,0,1,1,0,10,29392.712413
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,First,8.3,4134.0,250.0,7.0,1.28,11.99,0,0,1,1,0,16,44117.341
Maruti Swift Vdi BSIII,Pune,2010,135000,First,17.8,1248.0,75.0,5.0,1.28,3.1,1,0,0,0,1,14,83885.085
Tata Xenon XT EX 4X2,Jaipur,2017,1000,First,13.49,2179.0,138.03,5.0,1.28,7.5,1,0,0,0,1,7,621.371
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,First,20.14,1498.0,88.8,5.0,1.28,4.0,1,0,0,0,1,8,18019.759000000002
Honda City i VTEC SV,Kochi,2016,36367,First,17.8,1497.0,117.3,5.0,1.28,7.73,0,0,1,0,1,8,22597.399157
Honda City i VTEC V,Bangalore,2015,38000,First,17.4,1497.0,117.3,5.0,1.28,7.8,0,0,1,0,1,9,23612.098
Maruti 800 AC BSIII,Hyderabad,2011,83969,First,16.1,796.0,37.0,4.0,1.28,1.3,0,0,1,0,1,13,52175.901499
Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,First,20.14,1498.0,88.8,5.0,1.28,4.42,1,0,0,0,1,10,51338.293391
Chevrolet Captiva LTZ VCDi,Pune,2009,89000,First,12.5,1991.0,147.9,7.0,1.28,4.0,1,0,0,1,0,15,55302.019
Mahindra XUV500 W10 2WD,Kolkata,2016,54000,First,16.0,2179.0,140.0,7.0,1.28,13.0,1,0,0,0,1,8,33554.034
Honda Amaze VX i-DTEC,Kochi,2015,61691,First,25.8,1498.0,98.6,5.0,1.28,5.38,1,0,0,0,1,9,38332.998361
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Second,17.0,1197.0,80.0,5.0,1.28,3.25,0,0,1,0,1,13,20008.1462
Maruti Wagon R AMT VXI,Jaipur,2016,68630,First,20.51,998.0,67.0,5.0,1.28,3.87,0,0,1,1,0,8,42644.69173
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Second,16.96,1968.0,138.03,5.0,1.28,8.25,1,0,0,1,0,10,37903.631
Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,First,20.73,1373.0,91.1,5.0,1.28,9.28,0,0,1,0,1,6,20284.034924
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,First,11.79,2179.0,120.0,7.0,1.28,6.25,1,0,0,1,0,12,52816.535
Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Second,15.26,1150.0,74.9,5.0,1.28,1.15,0,0,1,0,1,16,46602.825
Maruti Ciaz ZXi Option,Kochi,2016,40347,First,20.73,1373.0,91.2,5.0,1.28,7.8,0,0,1,0,1,8,25070.455737
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,First,23.0,1396.0,90.0,5.0,1.28,4.5,1,0,0,0,1,12,37771.900348
Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,First,18.7,1199.0,88.7,5.0,1.28,7.56,0,0,1,0,1,6,11597.268344
Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,First,16.0,2179.0,140.0,7.0,1.28,16.08,1,0,0,0,1,7,35944.448237
Hyundai i20 1.2 Sportz,Bangalore,2012,52237,First,17.0,1197.0,80.0,5.0,1.28,4.5,0,0,1,0,1,12,32458.556927
Hyundai Verna 1.6 SX,Chennai,2012,128000,First,22.32,1582.0,126.32,5.0,1.28,5.0,1,0,0,0,1,12,79535.488
Hyundai i10 Era 1.1,Delhi,2011,54000,First,19.81,1086.0,68.05,5.0,1.28,2.2,0,0,1,0,1,13,33554.034
Maruti Celerio VXI AT,Bangalore,2014,49800,First,23.1,998.0,67.04,5.0,1.28,4.0,0,0,1,1,0,10,30944.2758
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,First,20.86,1199.0,73.9,5.0,1.28,2.51,1,0,0,0,1,12,60894.358
Maruti Swift VDI BSIV,Delhi,2015,60095,First,25.2,1248.0,74.0,5.0,1.28,4.75,1,0,0,0,1,9,37341.290245000004
Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Second,16.0,1086.0,66.7,5.0,1.28,2.0,0,0,1,0,1,16,42253.228
Hyundai i10 Magna 1.2,Jaipur,2010,81402,Second,20.36,1197.0,78.9,5.0,1.28,2.1,0,0,1,0,1,14,50580.842142
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,First,16.5,1499.0,110.0,5.0,1.28,6.25,0,0,1,1,0,11,23612.098
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Second,11.5,2987.0,210.0,5.0,1.28,10.6,1,0,0,1,0,13,57314.639669000004
Maruti Swift VDI BSIV,Ahmedabad,2017,49224,First,25.2,1248.0,74.0,5.0,1.28,6.0,1,0,0,0,1,7,30586.366104
Maruti 800 Std BSIII,Jaipur,2004,12000,Second,16.1,796.0,37.0,4.0,1.28,0.45,0,0,1,0,1,20,7456.452
Maruti Swift Lxi BSIII,Pune,2010,54898,Third,16.1,1298.0,88.2,5.0,1.28,2.5,0,0,1,0,1,14,34112.025158
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,First,15.29,1591.0,121.3,5.0,1.28,12.75,0,0,1,0,1,6,1553.4275
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,First,17.05,1995.0,190.0,5.0,1.28,30.29,1,0,0,1,0,7,20404.580898
Ford Ikon 1.3 Flair,Hyderabad,2006,27076,First,13.8,1299.0,70.0,5.0,1.28,1.6,0,0,1,0,1,18,16824.241196
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,First,22.7,1498.0,89.84,5.0,1.28,7.54,1,0,0,0,1,7,46879.335095
Maruti Ciaz VXi Plus,Kochi,2015,46601,First,20.73,1373.0,91.1,5.0,1.28,6.84,0,0,1,0,1,9,28956.509971
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,First,18.33,1968.0,167.7,5.0,1.28,6.0,1,0,0,1,0,12,44738.712
Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,First,27.3,1498.0,98.6,5.0,1.28,8.0,1,0,0,0,1,7,16777.017
Audi A4 35 TDI Premium,Coimbatore,2016,68193,First,17.11,1968.0,174.33,5.0,1.28,24.74,1,0,0,1,0,8,42373.152603
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,First,24.0,1120.0,70.0,5.0,1.28,5.5,1,0,0,0,1,7,21393.182159
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,First,12.0,2987.0,224.0,7.0,1.28,36.0,1,0,0,1,0,11,28583.066
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,First,12.99,2494.0,100.6,7.0,1.28,11.79,1,0,0,0,1,11,50047.705824
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Second,16.95,1498.0,97.7,5.0,1.28,3.0,0,0,1,0,1,13,26097.582
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Second,20.0,1968.0,138.1,5.0,1.28,6.75,1,0,0,1,0,13,58919.019591000004
Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,First,14.49,1399.0,92.7,5.0,1.28,1.4,0,0,1,0,1,18,62137.1
Honda Mobilio V i DTEC,Mumbai,2014,57000,First,24.2,1498.0,98.6,7.0,1.28,5.75,1,0,0,0,1,10,35418.147
Maruti Ritz VDi,Hyderabad,2010,79894,First,21.1,1248.0,73.9,5.0,1.28,3.4,1,0,0,0,1,14,49643.814674
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Second,16.47,1198.0,73.9,5.0,1.28,4.89,0,0,1,0,1,13,27805.109508
Nissan Terrano XL,Mumbai,2013,31000,First,13.24,1598.0,102.5,5.0,1.28,4.95,0,0,1,0,1,11,19262.501
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Second,16.98,998.0,66.1,5.0,1.28,3.49,0,0,1,1,0,11,37647.004777
Honda City 1.5 S MT,Pune,2014,43772,First,17.0,1497.0,118.0,5.0,1.28,6.35,0,0,1,0,1,10,27198.651412
Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,First,18.9,1197.0,82.0,5.0,1.28,7.08,0,0,1,1,0,7,14649.442696
Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,First,13.6,1999.0,177.0,5.0,1.28,38.0,1,0,0,1,0,7,2485.484
Mahindra Scorpio VLX,Kolkata,2012,62000,First,12.05,2179.0,120.0,8.0,1.28,6.25,1,0,0,0,1,12,38525.002
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,First,11.74,1796.0,186.0,5.0,1.28,10.15,0,0,1,1,0,13,22369.356
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,First,13.7,1798.0,157.75,5.0,1.28,10.75,0,0,1,1,0,10,49709.68
Chevrolet Cruze LTZ AT,Pune,2012,137008,First,18.1,1991.0,147.9,4.0,1.28,4.65,1,0,0,1,0,12,85132.797968
Mahindra Scorpio VLX,Delhi,2010,61001,First,12.05,2179.0,120.0,8.0,1.28,4.75,1,0,0,0,1,14,37904.252371
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,First,17.1,1591.0,121.3,5.0,1.28,7.78,0,0,1,0,1,9,32429.973861
Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,First,23.0,1396.0,90.0,5.0,1.28,6.75,1,0,0,0,1,8,47892.791196
Honda City ZX CVT,Hyderabad,2008,56000,First,16.4,1497.0,78.0,5.0,1.28,2.99,0,0,1,1,0,16,34796.776
Hyundai i10 Magna,Kolkata,2013,21000,First,20.36,1197.0,78.9,5.0,1.28,2.35,0,0,1,0,1,11,13048.791
Honda Amaze S i-Dtech,Delhi,2013,89429,First,25.8,1498.0,98.6,5.0,1.28,3.65,1,0,0,0,1,11,55568.587159
Maruti Wagon R LXI,Delhi,2012,45631,Second,22.5,998.0,67.04,5.0,1.28,2.74,0,0,1,0,1,12,28353.780101
Honda Brio S MT,Jaipur,2013,53959,First,19.4,1198.0,86.8,5.0,1.28,3.5,0,0,1,0,1,11,33528.557789
Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,First,17.0,1197.0,80.0,5.0,1.28,4.76,0,0,1,0,1,10,34674.987284
Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,First,15.04,1598.0,103.2,5.0,1.28,6.2,0,0,1,0,1,8,16092.887529
Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Second,18.7,1896.0,66.0,5.0,1.28,2.35,1,0,0,0,1,16,50952.422
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,First,13.0,2143.0,204.0,5.0,1.28,24.5,1,0,0,1,0,10,32311.292
Renault Duster Petrol RxL,Pune,2013,20000,First,13.24,1598.0,102.57,5.0,1.28,6.0,0,0,1,0,1,11,12427.42
Hyundai EON Sportz,Hyderabad,2017,31829,First,21.1,814.0,55.2,5.0,1.28,3.65,0,0,1,0,1,7,19777.617559
Maruti Swift VXI,Coimbatore,2016,18094,Second,18.6,1197.0,85.8,5.0,1.28,6.26,0,0,1,0,1,8,11243.086874
Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,First,13.22,2967.0,241.4,5.0,1.28,32.95,1,0,0,1,0,9,7434.082644
Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,First,18.6,1197.0,81.83,5.0,1.28,7.8,0,0,1,0,1,6,14095.179764
Honda Brio S MT,Bangalore,2014,43521,First,19.4,1198.0,86.8,5.0,1.28,4.25,0,0,1,0,1,10,27042.687291000002
Maruti Swift Dzire ZXi,Kochi,2014,49386,First,17.5,1298.0,85.8,5.0,1.28,4.86,0,0,1,0,1,10,30687.028206
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,First,18.9,1197.0,81.86,5.0,1.28,4.9,0,0,1,0,1,7,7610.552008
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,First,11.68,2498.0,112.0,8.0,1.28,7.06,1,0,0,0,1,10,42110.934041
Volkswagen Polo GTI,Delhi,2015,60007,First,17.21,1798.0,189.0,4.0,1.28,4.5,0,0,1,1,0,9,37286.609597
Maruti Alto K10 VXI,Coimbatore,2011,48624,First,24.07,998.0,67.1,5.0,1.28,3.22,0,0,1,0,1,13,30213.543504
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,First,22.07,1199.0,73.9,5.0,1.28,3.25,1,0,0,0,1,10,18641.13
Hyundai Grand i10 Sportz,Delhi,2016,81605,First,18.9,1197.0,82.0,5.0,1.28,4.53,0,0,1,0,1,8,50706.980455
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,First,14.84,2143.0,170.0,5.0,1.28,34.78,1,0,0,1,0,7,20282.792182
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,First,15.74,1591.0,121.3,5.0,1.28,6.5,0,0,1,1,0,10,21250.8882
Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,First,15.7,1172.0,67.0,5.0,1.28,2.25,0,0,1,0,1,14,44865.471684000004
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Second,12.99,2494.0,100.0,8.0,1.28,8.0,1,0,0,0,1,13,97149.491737
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,First,18.49,1493.0,100.0,7.0,1.28,8.37,1,0,0,1,0,7,29426.266447
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,First,20.14,1498.0,88.8,5.0,1.28,5.39,1,0,0,0,1,9,38362.202798
BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995.0,190.0,5.0,1.28,37.3,1,0,0,1,0,6,20247.995406000002
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,First,11.57,2987.0,254.79,5.0,1.28,70.8,1,0,0,1,0,6,24934.996859
Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,First,11.74,2987.0,254.8,5.0,1.28,22.25,1,0,0,1,0,12,31689.921000000002
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,First,18.9,1197.0,81.86,5.0,1.28,6.03,0,0,1,0,1,6,6457.908803
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,First,13.7,1798.0,157.75,5.0,1.28,4.9,0,0,1,1,0,13,28583.066
Hyundai i10 Sportz AT,Chennai,2013,21000,First,16.95,1197.0,78.9,5.0,1.28,3.96,0,0,1,1,0,11,13048.791
Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,First,23.0,1396.0,90.0,5.0,1.28,4.6,1,0,0,0,1,13,70564.133502
Mahindra Scorpio VLX,Mumbai,2011,100010,Second,12.05,2179.0,120.0,8.0,1.28,5.5,1,0,0,0,1,13,62143.31371
Honda Brio V MT,Mumbai,2013,63107,First,19.4,1198.0,86.8,5.0,1.28,3.25,0,0,1,0,1,11,39212.859697
Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,First,18.6,1197.0,81.83,5.0,1.28,6.25,0,0,1,0,1,7,36350.2035
Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Fourth & Above,10.9,2499.0,143.0,7.0,1.28,3.0,1,0,0,0,1,17,55923.39
Hyundai Verna CRDi SX,Chennai,2011,108242,First,16.8,1493.0,110.0,5.0,1.28,4.25,1,0,0,0,1,13,67258.439782
Toyota Fortuner 3.0 Diesel,Pune,2011,146300,First,11.5,2982.0,171.0,7.0,1.28,12.25,1,0,0,0,1,13,90906.5773
BMW X1 sDrive20d,Pune,2011,62943,Second,17.05,1995.0,184.0,5.0,1.28,10.95,1,0,0,1,0,13,39110.954853
Toyota Fortuner 4x2 AT,Delhi,2013,65000,First,12.55,2982.0,168.5,7.0,1.28,16.5,1,0,0,1,0,11,40389.115
Honda Amaze V CVT Petrol,Pune,2018,1700,First,19.0,1199.0,88.76,5.0,1.28,7.8,0,0,1,1,0,6,1056.3307
Hyundai i10 Era 1.1,Kochi,2013,34697,First,19.81,1086.0,68.05,5.0,1.28,3.7,0,0,1,0,1,11,21559.709587
Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,First,17.0,1197.0,80.0,5.0,1.28,4.0,0,0,1,0,1,12,36039.518000000004
BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,First,19.59,1995.0,187.74,5.0,1.28,26.75,1,0,0,1,0,9,20194.5575
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,First,15.17,1968.0,181.0,5.0,1.28,28.03,1,0,0,1,0,8,36450.244231
Maruti Swift VXI Optional,Kochi,2017,37124,First,20.4,1197.0,81.8,5.0,1.28,5.44,0,0,1,0,1,7,23067.777004
Maruti Baleno Delta Automatic,Delhi,2017,44000,First,21.4,1197.0,83.1,5.0,1.28,6.2,0,0,1,1,0,7,27340.324
Hyundai Accent GLE,Kolkata,2005,45200,First,13.2,1495.0,94.0,5.0,1.28,0.9,0,0,1,0,1,19,28085.9692
Maruti Ritz LXi,Mumbai,2016,11000,First,18.5,1197.0,85.8,5.0,1.28,3.95,0,0,1,0,1,8,6835.081
Tata Nano Lx,Pune,2011,65000,Second,26.0,624.0,35.0,4.0,1.28,0.44,0,0,1,0,1,13,40389.115
Ford Figo Diesel EXI,Ahmedabad,2012,55005,First,20.0,1399.0,68.0,5.0,1.28,2.75,1,0,0,0,1,12,34178.511855
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,First,18.33,1968.0,167.7,5.0,1.28,7.5,1,0,0,1,0,13,50734.94215
Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Second,19.0,1248.0,93.0,5.0,1.28,2.5,1,0,0,0,1,14,99419.36
Mahindra Xylo D4,Hyderabad,2015,169000,First,14.95,2489.0,93.7,7.0,1.28,5.0,1,0,0,0,1,9,105011.69900000001
Maruti Wagon R VXI,Hyderabad,2013,67263,First,18.9,998.0,67.1,5.0,1.28,3.6,0,0,1,0,1,11,41795.277573
Toyota Etios G Safety,Kochi,2012,44223,First,17.6,1496.0,88.7,5.0,1.28,3.99,0,0,1,0,1,12,27478.889733
Hyundai Grand i10 Sportz,Coimbatore,2015,36840,First,18.9,1197.0,82.0,5.0,1.28,5.64,0,0,1,0,1,9,22891.30764
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,First,12.99,2494.0,100.0,8.0,1.28,12.0,1,0,0,0,1,10,99419.36
Tata Indica V2 DLS TC,Kolkata,2008,133000,First,16.8,1405.0,62.0,5.0,1.28,0.7,1,0,0,0,1,16,82642.34300000001
BMW 3 Series 320d Sport Line,Mumbai,2015,69123,First,18.88,1995.0,184.0,5.0,1.28,19.0,1,0,0,1,0,9,42951.027633
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,First,10.91,3198.0,197.0,7.0,1.28,30.48,1,0,0,1,0,7,23612.098
Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462.0,103.25,5.0,1.28,8.2,0,0,1,0,1,7,3417.5405
Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,First,25.83,1498.0,99.0,5.0,1.28,7.55,1,0,0,0,1,9,621.992371
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Third,15.26,1150.0,74.9,5.0,1.28,0.99,0,0,1,0,1,17,36660.889
Honda City 1.5 V AT,Delhi,2011,78256,First,16.8,1497.0,118.0,5.0,1.28,4.15,0,0,1,1,0,13,48626.008976
Nissan Sunny XL,Chennai,2016,90000,First,16.95,1498.0,97.6,5.0,1.28,6.2,0,0,1,0,1,8,55923.39
Maruti Swift Dzire VXI,Kolkata,2016,18000,First,19.1,1197.0,85.8,5.0,1.28,4.4,0,0,1,0,1,8,11184.678
Ford Figo Diesel Titanium,Kolkata,2012,60000,First,20.0,1399.0,68.0,5.0,1.28,2.1,1,0,0,0,1,12,37282.26
Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,First,20.3,1248.0,75.0,5.0,1.28,2.2,1,0,0,0,1,13,80778.23
Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,First,18.6,1197.0,81.86,5.0,1.28,8.34,0,0,1,0,1,6,20412.658721
Maruti Swift Dzire VDI,Kolkata,2014,32000,First,23.4,1248.0,74.0,5.0,1.28,4.35,1,0,0,0,1,10,19883.872
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,First,22.7,1498.0,89.84,5.0,1.28,6.8,1,0,0,0,1,10,38959.9617
Maruti Swift Dzire VDi,Jaipur,2010,71000,First,19.3,1248.0,73.9,5.0,1.28,3.3,1,0,0,0,1,14,44117.341
Hyundai Grand i10 Sportz,Kochi,2016,19947,First,18.9,1197.0,82.0,5.0,1.28,5.04,0,0,1,0,1,8,12394.487337
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,First,11.4,2953.0,153.86,7.0,1.28,9.2,1,0,0,1,0,12,56544.761
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,First,22.07,1199.0,73.9,5.0,1.28,5.7,1,0,0,0,1,10,45981.454
Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,First,18.49,1493.0,100.0,7.0,1.28,8.48,1,0,0,0,1,6,34544.499374
BMW X6 xDrive 40d,Hyderabad,2013,58000,First,11.2,2993.0,306.0,4.0,1.28,48.0,1,0,0,1,0,11,36039.518000000004
Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,First,19.01,1461.0,108.45,5.0,1.28,6.1,1,0,0,0,1,12,68489.997104
Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998.0,67.04,5.0,1.28,2.75,0,0,1,0,1,14,13050.033742
Maruti Ertiga SHVS VDI,Pune,2017,121000,First,24.52,1248.0,88.5,7.0,1.28,8.0,1,0,0,0,1,7,75185.891
Maruti Alto LXi BSIII,Jaipur,2010,73513,First,19.7,796.0,46.3,5.0,1.28,1.85,0,0,1,0,1,14,45678.846323
Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,First,20.51,998.0,67.0,5.0,1.28,3.85,0,0,1,1,0,9,21126.614
Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,First,15.1,1196.0,73.0,7.0,1.28,4.74,0,0,1,0,1,7,17628.916641
Renault Duster 110PS Diesel RxL,Kochi,2013,74755,First,19.6,1461.0,108.45,5.0,1.28,5.63,1,0,0,0,1,11,46450.589105
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,First,18.2,1061.0,64.0,5.0,1.28,2.62,0,0,1,0,1,13,16034.478655
Renault Duster Petrol RxL,Kochi,2015,82603,First,13.06,1598.0,102.53,5.0,1.28,4.9,0,0,1,0,1,9,51327.108713
Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,First,13.5,1799.0,130.0,5.0,1.28,2.65,0,0,1,0,1,18,68350.81
Mahindra XUV500 W8 2WD,Delhi,2012,88000,First,16.0,2179.0,140.0,7.0,1.28,5.99,1,0,0,0,1,12,54680.648
